,user,calday,trial_False,trial_True,action_CREATE,action_DELETE
8718,1db2666a4a,2018-12-24 12:02:14.134,1,0,1,0
8719,535b2e666f,2018-12-24 12:04:09.377,1,0,1,0
8720,0a9ec55e29,2018-12-24 12:07:43.382,0,1,1,0
8721,2e0b83ac6f,2018-12-24 12:14:25.227,0,1,1,0
8722,7268784f67,2018-12-24 12:25:17.045,1,0,0,1
8723,ad6ed7d47e,2018-12-24 12:25:51.612,0,1,1,0
8724,0455e24fb0,2018-12-24 12:25:53.009,0,1,1,0
8725,2e0b83ac6f,2018-12-24 12:29:21.733,1,0,1,0
8726,baca8ea1b0,2018-12-24 12:34:41.409,0,1,1,0
8727,bc70ad4b04,2018-12-24 12:40:17.060,0,1,0,1
8728,369078a23a,2018-12-24 12:54:05.683,1,0,1,0
8729,84c1edb8ce,2018-12-24 12:57:27.404,0,1,1,0
8730,89006eb718,2018-12-24 12:58:43.456,1,0,1,0
8731,70cfeb826a,2018-12-24 13:03:40.643,0,1,1,0
8732,b62283a018,2018-12-24 13:05:19.747,1,0,1,0
8733,d88c3dca5f,2018-12-24 13:07:34.021,1,0,1,0
8734,8325fdb737,2018-12-24 13:09:51.270,1,0,1,0
8735,91ad10573d,2018-12-24 13:13:17.065,0,1,0,1
8736,6e83386807,2018-12-24 13:14:27.235,1,0,1,0
8737,980c32bd0e,2018-12-24 13:22:17.108,1,0,0,1
8738,70348f5aab,2018-12-24 13:27:43.148,1,0,1,0
8739,d074ad17ee,2018-12-24 13:32:27.748,1,0,1,0
8740,b5d65eb90a,2018-12-24 13:33:17.208,1,0,0,1
8741,a211e4b068,2018-12-24 13:33:53.557,1,0,1,0
8742,57cb2bc258,2018-12-24 13:50:55.671,0,1,1,0
8743,91f8b118d5,2018-12-24 13:55:54.220,0,1,1,0
8744,2c693d6601,2018-12-24 13:58:26.960,0,1,1,0
8745,2c2e99125c,2018-12-24 14:10:07.591,1,0,1,0
8746,0ad31b7aa0,2018-12-24 14:14:10.031,0,1,1,0
8747,38451cbdd7,2018-12-24 14:20:37.471,0,1,1,0
8748,29e95fe29b,2018-12-24 14:21:16.840,1,0,0,1
8749,fe7a51762b,2018-12-24 14:21:16.870,0,1,1,0
8750,0042a320eb,2018-12-24 14:32:16.749,0,1,1,0
8751,f4fb78a866,2018-12-24 14:33:59.300,0,1,1,0
8752,1d07650476,2018-12-24 14:41:06.119,0,1,1,0
8753,8218dd4480,2018-12-24 14:47:21.249,0,1,1,0
8754,57154e8858,2018-12-24 14:51:59.713,1,0,1,0
8755,b179d8d39d,2018-12-24 14:58:16.904,0,1,1,0
8756,e4dd6b6f72,2018-12-24 15:09:35.456,1,0,1,0
8757,2200dbfa97,2018-12-24 15:21:00.916,0,1,1,0
8758,96f7d8934c,2018-12-24 15:22:11.178,0,1,1,0
8759,5f22188380,2018-12-24 15:24:46.234,1,0,1,0
8760,6795e67e61,2018-12-24 15:26:31.913,0,1,1,0
8761,83ad32a9cf,2018-12-24 15:31:09.055,1,0,1,0
8762,0ae6a7d9c4,2018-12-24 15:32:57.421,1,0,1,0
8763,33a440d80c,2018-12-24 15:34:16.957,0,1,0,1
8764,51adc443ba,2018-12-24 15:36:23.632,1,0,1,0
8765,81f35f3fe1,2018-12-24 15:37:55.691,0,1,1,0
8766,9154040e4d,2018-12-24 15:45:57.234,0,1,1,0
8767,35017bb697,2018-12-24 15:46:05.574,0,1,1,0
8768,d9d45e4c98,2018-12-24 15:56:40.432,1,0,1,0
8769,4920e58f5a,2018-12-24 16:01:17.224,1,0,0,1
8770,3c967019b4,2018-12-24 16:14:01.568,1,0,1,0
8771,6248ae7192,2018-12-24 16:18:53.706,0,1,1,0
8772,0dac93ca97,2018-12-24 16:29:40.019,0,1,1,0
8773,ceb9d8593e,2018-12-24 16:33:41.161,0,1,1,0
8774,73977a55d8,2018-12-24 16:34:52.281,1,0,1,0
8775,1e8f906b6f,2018-12-24 16:41:01.047,1,0,1,0
8776,6ac95dd9fc,2018-12-24 16:44:16.980,1,0,0,1
8777,b1b20f62f6,2018-12-24 16:45:05.759,1,0,1,0
8778,ad165a65cf,2018-12-24 16:49:16.813,1,0,0,1
8779,286339b761,2018-12-24 16:53:40.510,0,1,1,0
8780,9a7cf76a11,2018-12-24 16:59:44.748,1,0,1,0
8781,84cd1d3b97,2018-12-24 16:59:55.004,0,1,1,0
8782,3186d226b8,2018-12-24 17:07:15.550,0,1,1,0
8783,6650cb8ac0,2018-12-24 17:11:16.866,0,1,0,1
8784,96cb4c3f90,2018-12-24 17:13:16.941,1,0,0,1
8785,453f69f7c4,2018-12-24 17:18:07.866,1,0,1,0
8787,9538e5ee14,2018-12-24 17:22:46.714,1,0,1,0
8788,b4a8dfe625,2018-12-24 17:35:11.106,0,1,1,0
8789,8c899d4903,2018-12-24 17:35:18.600,0,1,1,0
8790,d11f8f24a4,2018-12-24 17:36:11.040,0,1,1,0
8791,e6c2ecb603,2018-12-24 17:37:07.196,1,0,1,0
8792,269057a845,2018-12-24 17:39:10.914,1,0,1,0
8793,ecd8778d00,2018-12-24 17:43:08.578,0,1,1,0
8794,e908c3a075,2018-12-24 17:45:25.327,1,0,1,0
8795,2beb082f07,2018-12-24 17:46:17.083,0,1,0,1
8796,a37c826848,2018-12-24 17:49:23.294,0,1,1,0
8797,6c6044a8ef,2018-12-24 17:49:52.320,1,0,1,0
8798,4c16bb0ca9,2018-12-24 18:00:32.399,1,0,1,0
8799,1428bec571,2018-12-24 18:01:44.199,0,1,1,0
8800,a2a44deed3,2018-12-24 18:06:43.645,0,1,1,0
8801,2933bcaf15,2018-12-24 18:07:33.392,1,0,1,0
8802,aff05f28a4,2018-12-24 18:11:35.903,0,1,1,0
8803,b1e8982ec6,2018-12-24 18:21:16.932,0,1,0,1
8804,7370007ba1,2018-12-24 18:25:04.159,1,0,1,0
8805,291d8a4aec,2018-12-24 18:33:20.205,1,0,1,0
8806,6ae70b042a,2018-12-24 18:34:31.631,0,1,1,0
8807,baf80cbf56,2018-12-24 18:36:17.047,1,0,0,1
8808,fad9c6e9af,2018-12-24 18:38:33.259,1,0,1,0
8809,6fb3cd8de0,2018-12-24 18:40:02.676,0,1,1,0
8810,a81fb69899,2018-12-24 18:41:16.788,1,0,0,1
8811,d2ea8e83b4,2018-12-24 18:42:18.556,0,1,1,0
8812,46ffcde707,2018-12-24 18:44:49.909,1,0,1,0
8813,939e6e11fd,2018-12-24 18:45:02.746,0,1,1,0
8814,9824344871,2018-12-24 18:46:56.346,0,1,1,0
8815,baf80cbf56,2018-12-24 18:56:38.870,1,0,1,0
8816,529d6fbb30,2018-12-24 18:56:50.664,0,1,1,0
8817,e5d52be7a7,2018-12-24 18:58:11.753,0,1,1,0
8818,edac680261,2018-12-24 18:58:31.797,0,1,1,0
8819,05a3ed705d,2018-12-24 19:06:06.069,0,1,1,0
8820,fde6c13c8d,2018-12-24 19:10:10.430,1,0,1,0
8821,488aaee5cf,2018-12-24 19:23:17.254,0,1,0,1
8822,a4d43bc0e4,2018-12-24 19:35:16.848,1,0,0,1
8823,0677f816dd,2018-12-24 19:48:28.462,0,1,1,0
8824,aa50b6babf,2018-12-24 19:58:17.057,1,0,0,1
8825,2f08870e8b,2018-12-24 19:59:11.644,0,1,1,0
8826,98407fdaff,2018-12-24 20:06:06.354,1,0,1,0
8827,9f44d8f381,2018-12-24 20:12:03.136,0,1,1,0
8828,aa71543eb0,2018-12-24 20:25:03.716,1,0,1,0
8829,551480f3de,2018-12-24 20:31:16.872,0,1,0,1
8830,5c75fedaed,2018-12-24 20:46:01.650,0,1,1,0
8831,e357ebd1d5,2018-12-24 20:50:49.574,0,1,1,0
8832,aa84ccfa34,2018-12-24 20:51:16.863,1,0,0,1
8833,64dd73c74f,2018-12-24 20:52:47.949,0,1,1,0
8834,db9f8df560,2018-12-24 20:54:49.218,1,0,1,0
8835,395d93dadc,2018-12-24 21:03:17.894,0,1,1,0
8836,90c643c776,2018-12-24 21:03:19.645,1,0,1,0
8837,d2d27bbc56,2018-12-24 21:05:37.744,0,1,1,0
8838,1a05370722,2018-12-24 21:08:19.336,1,0,1,0
8839,abbedbd740,2018-12-24 21:11:58.121,0,1,1,0
8840,88128fb4c3,2018-12-24 21:12:20.490,0,1,1,0
8841,9276d7e022,2018-12-24 21:21:26.483,0,1,1,0
8842,f588cd905a,2018-12-24 21:24:17.231,0,1,0,1
8843,27ff54205d,2018-12-24 21:25:17.132,0,1,0,1
8844,6106499934,2018-12-24 21:27:20.410,1,0,1,0
8845,568249de1f,2018-12-24 21:30:49.626,0,1,1,0
8846,7144f2dfb9,2018-12-24 21:46:17.127,0,1,0,1
8847,0ebfee4161,2018-12-24 21:51:37.426,1,0,1,0
8848,628c86c62d,2018-12-24 21:55:17.684,0,1,0,1
8849,2d15bb6dc8,2018-12-24 22:24:16.274,0,1,1,0
8850,8220143376,2018-12-24 22:27:35.634,0,1,1,0
8851,771405b58c,2018-12-24 22:28:18.608,0,1,1,0
8852,709503006f,2018-12-24 22:35:24.555,0,1,1,0
8853,6d6bd9204a,2018-12-24 22:46:17.460,1,0,0,1
8854,a73829a0c4,2018-12-24 23:05:32.241,1,0,1,0
8855,06eaaed39c,2018-12-24 23:07:16.891,1,0,0,1
8856,b5d65eb90a,2018-12-24 23:32:17.986,1,0,1,0
8857,74deaf8780,2018-12-24 23:33:06.143,1,0,1,0
8858,d0cfb3958e,2018-12-24 23:44:17.130,1,0,0,1
8859,174d43e52a,2018-12-24 23:49:17.080,0,1,0,1
8860,78a04ec550,2018-12-24 23:58:17.085,1,0,0,1
8861,5bf321aff8,2018-12-25 00:26:17.121,0,1,0,1
8862,e5ff713400,2018-12-25 00:29:17.510,1,0,0,1
8863,27c09bda0b,2018-12-25 00:51:17.548,1,0,0,1
8864,fde9ed16b9,2018-12-25 01:02:05.757,0,1,1,0
8865,93291cace5,2018-12-25 01:07:44.026,0,1,1,0
8866,8cf1fed50d,2018-12-25 01:26:26.528,1,0,1,0
8867,cbd151440c,2018-12-25 01:27:42.608,1,0,1,0
8868,2da32951d5,2018-12-25 01:46:17.080,1,0,0,1
8869,1fae7ec393,2018-12-25 02:35:56.108,1,0,1,0
8870,44fe3f8b64,2018-12-25 02:40:17.393,1,0,0,1
8871,6d9b50762b,2018-12-25 02:41:17.357,1,0,0,1
8872,5e209a53df,2018-12-25 02:42:08.188,1,0,1,0
8873,4b1e3a93ba,2018-12-25 03:07:17.321,1,0,0,1
8874,5e5b361f62,2018-12-25 03:30:51.866,1,0,1,0
8875,97151ae539,2018-12-25 03:35:57.017,1,0,1,0
8876,c0b4cbeff5,2018-12-25 03:53:17.320,1,0,0,1
8877,387c8755b0,2018-12-25 04:06:17.537,0,1,0,1
8878,232337c05f,2018-12-25 04:24:17.083,0,1,0,1
8879,e34d0beb43,2018-12-25 04:27:17.026,0,1,0,1
8880,8e860f724d,2018-12-25 04:40:17.300,0,1,0,1
8881,9106ff62f0,2018-12-25 05:10:54.883,0,1,1,0
8882,36f7a331f0,2018-12-25 05:10:59.643,1,0,1,0
8883,1a23f9c507,2018-12-25 05:19:29.030,0,1,1,0
8884,537a688537,2018-12-25 05:30:17.624,0,1,0,1
8885,2f3fa94669,2018-12-25 05:31:28.060,0,1,1,0
8886,2960323044,2018-12-25 05:42:32.128,0,1,1,0
8887,c43418f8d1,2018-12-25 05:57:17.450,1,0,0,1
8888,121b0cfda6,2018-12-25 06:07:17.105,1,0,0,1
8889,f53a643710,2018-12-25 06:19:17.119,1,0,0,1
8890,08ed844829,2018-12-25 06:27:18.431,0,1,1,0
8891,b47982a230,2018-12-25 06:27:28.259,0,1,1,0
8892,3b7f90dfd6,2018-12-25 06:29:17.509,1,0,0,1
8893,5b94d12516,2018-12-25 06:31:17.507,1,0,0,1
8894,68d5406d16,2018-12-25 06:41:17.116,1,0,0,1
8895,3149bae8e6,2018-12-25 06:45:03.305,0,1,1,0
8896,bdcc2432c7,2018-12-25 06:48:22.773,0,1,1,0
8897,79f6d522a5,2018-12-25 06:52:32.978,0,1,1,0
8898,597febd5ed,2018-12-25 06:59:13.670,0,1,1,0
8899,32de49a2ed,2018-12-25 07:06:38.535,0,1,1,0
8900,5cb8872a73,2018-12-25 07:17:10.787,0,1,1,0
8901,79e9aa9bbb,2018-12-25 07:18:06.207,0,1,1,0
8902,6fdeab6a8e,2018-12-25 07:22:17.129,1,0,0,1
8903,9c636ee01b,2018-12-25 07:29:43.313,0,1,1,0
8904,29c1f7eabb,2018-12-25 07:33:12.800,0,1,1,0
8905,2eaed43a23,2018-12-25 07:47:57.484,0,1,1,0
8906,de816260c4,2018-12-25 08:01:17.143,1,0,0,1
8907,ad102c8b8a,2018-12-25 08:04:46.967,1,0,1,0
8908,f52fa88690,2018-12-25 08:14:17.136,0,1,0,1
8909,0f07c90b2b,2018-12-25 08:15:34.404,1,0,1,0
8910,f0e3fe35bc,2018-12-25 08:17:09.573,1,0,1,0
8911,c43418f8d1,2018-12-25 08:21:49.038,1,0,1,0
8912,9884ecea31,2018-12-25 08:29:17.926,1,0,1,0
8913,b79943fc6b,2018-12-25 08:32:33.023,0,1,1,0
8914,e96df26b97,2018-12-25 08:39:51.647,0,1,1,0
8915,083a1155e0,2018-12-25 08:57:17.121,0,1,0,1
8916,77194248ef,2018-12-25 09:06:17.373,0,1,0,1
8917,6e0293cec0,2018-12-25 09:07:30.158,0,1,1,0
8918,a3ba19ec2f,2018-12-25 09:11:17.474,0,1,0,1
8919,19aace82ae,2018-12-25 09:22:00.009,1,0,1,0
8920,b9919a06e1,2018-12-25 09:25:44.936,0,1,1,0
8921,b571742593,2018-12-25 09:44:51.953,0,1,1,0
8922,0d530f34a1,2018-12-25 09:50:29.048,1,0,1,0
8923,67e3e941c6,2018-12-25 09:51:34.243,0,1,1,0
8924,a18459613a,2018-12-25 09:57:22.305,0,1,1,0
8925,acd26c25a7,2018-12-25 10:02:17.086,1,0,0,1
8926,725671bade,2018-12-25 10:21:01.835,0,1,1,0
8927,e524a98b8e,2018-12-25 10:21:17.027,1,0,0,1
8928,70ae12ac8f,2018-12-25 10:22:08.109,0,1,1,0
8929,53adba0e4b,2018-12-25 10:49:55.514,0,1,1,0
8930,6eeb207041,2018-12-25 10:57:36.664,0,1,1,0
8931,c06c45d54f,2018-12-25 11:04:17.671,0,1,0,1
8932,d16e7044e3,2018-12-25 11:20:56.428,0,1,1,0
8933,c2fd7ae7f9,2018-12-25 11:29:03.469,1,0,1,0
8934,0b4035f9a4,2018-12-25 11:32:16.945,1,0,0,1
8935,bf07a5f05c,2018-12-25 11:38:42.908,1,0,1,0
8936,f00c1acb93,2018-12-25 11:40:22.177,0,1,1,0
8937,c286fd8b99,2018-12-25 11:41:54.613,0,1,1,0
8938,d14d480958,2018-12-25 11:47:16.905,0,1,1,0
8939,37e76faed8,2018-12-25 11:49:34.601,0,1,1,0
8940,12d93a930d,2018-12-25 11:50:50.599,1,0,1,0
8941,2b7b8e574d,2018-12-25 11:51:16.830,1,0,0,1
8942,043b3a5af4,2018-12-25 11:54:39.052,0,1,1,0
8943,c79b65ad5b,2018-12-25 12:12:04.094,0,1,1,0
8944,16798e13b9,2018-12-25 12:17:50.530,1,0,1,0
8945,747da9cdab,2018-12-25 12:22:31.625,1,0,1,0
8946,e0fd8d2c5e,2018-12-25 12:29:22.554,1,0,1,0
8947,00a2a9fcee,2018-12-25 12:30:06.249,0,1,1,0
8948,30d7fafbe2,2018-12-25 12:31:55.870,1,0,1,0
8949,ce16c9f2bf,2018-12-25 12:58:58.309,0,1,1,0
8950,f588cd905a,2018-12-25 13:12:12.763,1,0,1,0
8951,f23109f33e,2018-12-25 13:12:28.088,1,0,1,0
8952,93301519d7,2018-12-25 13:26:17.480,0,1,0,1
8953,f05b4ac514,2018-12-25 13:27:59.827,0,1,1,0
8954,1f3fda87e7,2018-12-25 13:35:15.859,0,1,1,0
8955,180b35e8a3,2018-12-25 13:35:16.839,1,0,0,1
8956,2cb8edfe79,2018-12-25 13:41:45.046,0,1,1,0
8957,f96420c50e,2018-12-25 13:42:46.813,0,1,1,0
8958,4aa9bbe76f,2018-12-25 13:49:36.225,1,0,1,0
8959,c0b4cbeff5,2018-12-25 13:52:22.397,1,0,1,0
8960,137f834812,2018-12-25 13:55:34.615,1,0,1,0
8961,717b6ecf88,2018-12-25 14:05:51.722,0,1,1,0
8962,3309e40033,2018-12-25 14:35:54.111,0,1,1,0
8963,b494a234b2,2018-12-25 14:43:43.077,1,0,1,0
8964,2a72d732c9,2018-12-25 14:49:27.845,0,1,1,0
8965,9c1a6db89a,2018-12-25 14:49:39.614,0,1,1,0
8966,4f21e33dbb,2018-12-25 14:51:16.899,0,1,0,1
8967,f17b65c827,2018-12-25 15:11:53.907,1,0,1,0
8968,bd524604f4,2018-12-25 15:14:35.801,0,1,1,0
8969,ef6baa01f2,2018-12-25 15:17:30.833,0,1,1,0
8970,470c1f7f76,2018-12-25 15:18:01.393,1,0,1,0
8971,3c40ca36ef,2018-12-25 15:22:17.351,1,0,0,1
8972,34210ad889,2018-12-25 15:26:17.358,0,1,1,0
8973,866a004a17,2018-12-25 15:46:21.489,0,1,1,0
8974,6fdeab6a8e,2018-12-25 15:55:47.149,1,0,1,0
8975,6bede795fc,2018-12-25 15:57:18.394,0,1,0,1
8976,3a277c658f,2018-12-25 15:57:37.662,0,1,1,0
8977,c7aa558a63,2018-12-25 16:01:05.066,0,1,1,0
8978,3a808868b6,2018-12-25 16:05:00.238,0,1,1,0
8979,6af082b31d,2018-12-25 16:22:16.862,1,0,0,1
8980,b3bec04fdb,2018-12-25 16:22:51.389,1,0,1,0
8981,0cb0c01fa6,2018-12-25 16:24:42.616,0,1,1,0
8982,cd817d55d6,2018-12-25 16:30:17.213,1,0,1,0
8983,96b1b1242f,2018-12-25 16:31:57.636,1,0,1,0
8984,2515a13a45,2018-12-25 16:32:35.151,0,1,1,0
8985,96e270cf29,2018-12-25 16:38:17.501,0,1,0,1
8986,dcf49ba667,2018-12-25 16:45:59.431,0,1,1,0
8987,1da7381dd1,2018-12-25 16:48:39.427,0,1,1,0
8988,3f8000e940,2018-12-25 16:56:03.847,0,1,1,0
8989,a246234b95,2018-12-25 16:56:50.527,0,1,1,0
8990,dba119907d,2018-12-25 17:00:11.293,0,1,1,0
8991,7d67cfa52f,2018-12-25 17:01:43.774,0,1,1,0
8992,5b94d12516,2018-12-25 17:05:00.229,1,0,1,0
8993,bf9ea30670,2018-12-25 17:05:08.712,0,1,1,0
8994,676b6c2a0c,2018-12-25 17:14:35.242,1,0,1,0
8995,9bb344edbf,2018-12-25 17:16:08.517,1,0,1,0
8996,041116935d,2018-12-25 17:17:56.413,0,1,1,0
8997,3ef4a98915,2018-12-25 17:23:47.571,0,1,1,0
8998,a5a54f3b53,2018-12-25 17:24:24.599,0,1,1,0
8999,d4787d30bc,2018-12-25 17:33:00.412,0,1,1,0
9000,31ad831eaf,2018-12-25 17:34:30.503,1,0,1,0
9001,d7bdf9261a,2018-12-25 17:35:46.921,0,1,1,0
9002,07752c7b73,2018-12-25 17:41:41.179,0,1,1,0
9003,3ba86db5cf,2018-12-25 17:43:16.871,1,0,0,1
9004,bb131c9e47,2018-12-25 17:45:16.999,1,0,0,1
9005,d656d3b734,2018-12-25 17:49:15.051,0,1,1,0
9006,27ff54205d,2018-12-25 17:50:03.771,1,0,1,0
9007,6135066f4c,2018-12-25 17:59:21.553,0,1,1,0
9008,e833a6069d,2018-12-25 18:08:16.857,1,0,0,1
9009,e34d0beb43,2018-12-25 18:13:34.560,1,0,1,0
9010,157b03ef67,2018-12-25 18:15:16.926,1,0,0,1
9011,1144f4b2bc,2018-12-25 18:16:03.107,0,1,1,0
9012,14f22f39ad,2018-12-25 18:19:04.133,1,0,1,0
9013,25519376c4,2018-12-25 18:21:01.935,1,0,1,0
9014,aa50b6babf,2018-12-25 18:26:30.314,1,0,1,0
9015,dbe0018332,2018-12-25 18:34:26.165,0,1,1,0
9016,e099ed6846,2018-12-25 18:34:47.814,0,1,1,0
9017,3c06017d1c,2018-12-25 18:36:05.044,0,1,1,0
9018,9c9709cf5b,2018-12-25 18:36:17.222,1,0,0,1
9019,bb89489675,2018-12-25 18:40:54.371,1,0,1,0
9020,0160e02b90,2018-12-25 18:41:27.827,1,0,1,0
9021,a3ba19ec2f,2018-12-25 18:57:35.254,1,0,1,0
9022,a5714100b1,2018-12-25 18:57:47.051,0,1,1,0
9023,f52fa88690,2018-12-25 19:04:34.139,1,0,1,0
9024,d00ff2ba22,2018-12-25 19:08:27.522,1,0,1,0
9025,d2d39b6d22,2018-12-25 19:20:08.204,1,0,1,0
9026,121b0cfda6,2018-12-25 19:21:42.663,1,0,1,0
9027,d038aae288,2018-12-25 19:28:38.119,0,1,1,0
9028,dcb1a39666,2018-12-25 19:37:51.347,0,1,1,0
9029,8a0c1b58d8,2018-12-25 19:41:01.220,0,1,1,0
9030,05fd0cb4a5,2018-12-25 19:45:32.343,1,0,1,0
9031,93219e7a84,2018-12-25 19:46:06.357,1,0,1,0
9032,df5c3e09be,2018-12-25 19:48:33.497,0,1,1,0
9033,23884046cb,2018-12-25 19:48:56.326,1,0,1,0
9034,4862b34c0f,2018-12-25 19:49:01.361,0,1,1,0
9035,1b09c05ea6,2018-12-25 19:51:16.854,1,0,0,1
9036,2a53c41fb1,2018-12-25 19:53:44.094,0,1,1,0
9037,84b4015636,2018-12-25 20:14:16.871,0,1,0,1
9038,96e270cf29,2018-12-25 20:14:48.330,1,0,1,0
9039,7eaa76b268,2018-12-25 20:17:52.847,0,1,1,0
9040,7c3dc27324,2018-12-25 20:21:15.972,0,1,1,0
9041,84b4015636,2018-12-25 20:35:02.566,1,0,1,0
9042,ca5ee3d208,2018-12-25 20:36:17.313,0,1,0,1
9043,a1d5d2a6b6,2018-12-25 20:48:36.568,1,0,1,0
9044,03720c3e7c,2018-12-25 21:00:17.256,0,1,0,1
9045,3097302c1e,2018-12-25 21:04:17.393,1,0,0,1
9046,76a2e57d2d,2018-12-25 21:08:19.274,0,1,1,0
9047,9aee51d22d,2018-12-25 21:12:50.595,0,1,1,0
9048,5af365314d,2018-12-25 21:13:01.856,0,1,1,0
9049,51b55b954c,2018-12-25 21:15:17.234,1,0,0,1
9050,234820b0f8,2018-12-25 21:22:07.146,0,1,1,0
9051,45910b8591,2018-12-25 21:34:17.247,1,0,0,1
9052,b36d47da08,2018-12-25 21:35:04.855,1,0,1,0
9053,91260a7e02,2018-12-25 21:37:17.380,0,1,0,1
9054,4fe3cfdc4b,2018-12-25 21:52:17.092,1,0,0,1
9055,cbe87615b7,2018-12-25 21:58:33.126,1,0,1,0
9056,49cf290100,2018-12-25 22:02:17.334,1,0,0,1
9057,2c375aa4cc,2018-12-25 22:08:17.085,1,0,0,1
9058,9791cf6455,2018-12-25 22:21:55.965,0,1,1,0
9059,ca0e03fbb9,2018-12-25 22:28:22.502,1,0,1,0
9060,5dbaae97a9,2018-12-25 22:34:17.452,1,0,0,1
9061,ed78722a82,2018-12-25 22:35:36.211,0,1,1,0
9062,ef237b39fd,2018-12-25 22:38:17.431,1,0,0,1
9063,738cc8bb7b,2018-12-25 22:39:32.603,0,1,1,0
9064,aa63321f58,2018-12-25 23:10:17.075,0,1,0,1
9065,7bd5bb4016,2018-12-25 23:15:17.053,1,0,0,1
9066,7cd0b87d0a,2018-12-25 23:24:47.875,0,1,1,0
9067,633a6ccfe1,2018-12-25 23:26:17.083,1,0,0,1
9068,7af5b0621a,2018-12-25 23:55:22.155,1,0,1,0
9069,6eec98da04,2018-12-26 00:15:04.720,0,1,1,0
9070,7e6504ff44,2018-12-26 00:18:17.198,0,1,0,1
9071,5770c0ba47,2018-12-26 00:27:17.090,1,0,0,1
9072,1a2e1ff934,2018-12-26 00:36:01.193,1,0,1,0
9073,8818f427c4,2018-12-26 00:43:17.023,1,0,0,1
9074,ea7b5e5882,2018-12-26 00:48:57.874,0,1,1,0
9075,e7cd11affb,2018-12-26 01:23:17.386,1,0,0,1
9076,162f8efd9b,2018-12-26 02:37:17.238,1,0,0,1
9077,e246e5d6fe,2018-12-26 02:44:17.611,1,0,0,1
9078,05ee6b8a44,2018-12-26 02:46:22.281,0,1,1,0
9079,3d1debdbb0,2018-12-26 02:53:26.173,0,1,1,0
9080,0dacdc40a2,2018-12-26 03:06:55.202,0,1,1,0
9081,2f6e625caa,2018-12-26 03:18:48.708,0,1,1,0
9082,2d6c5afc89,2018-12-26 04:11:17.023,0,1,0,1
9083,3f18a6adb4,2018-12-26 04:20:50.967,1,0,1,0
9084,238b8b6cfb,2018-12-26 04:28:17.522,1,0,0,1
9085,544fd0247f,2018-12-26 04:46:35.611,0,1,1,0
9086,303bc7384f,2018-12-26 04:53:17.057,1,0,0,1
9087,1f061fa243,2018-12-26 05:00:40.055,0,1,1,0
9088,ede11b4297,2018-12-26 05:11:17.113,1,0,0,1
9089,79e1906f5c,2018-12-26 05:14:17.378,1,0,0,1
9090,ebfa854adc,2018-12-26 05:24:17.423,1,0,0,1
9091,be0f251faf,2018-12-26 05:48:04.703,1,0,1,0
9092,90f69d00c8,2018-12-26 05:51:05.249,0,1,1,0
9093,841c6e7921,2018-12-26 05:54:36.393,1,0,1,0
9094,4e164040ca,2018-12-26 06:04:08.581,0,1,1,0
9095,d07fc00146,2018-12-26 06:08:37.753,1,0,1,0
9096,b42bb08ce2,2018-12-26 06:33:47.752,0,1,1,0
9097,be6f71246f,2018-12-26 06:36:17.062,1,0,0,1
9098,777333c1bf,2018-12-26 06:55:17.224,1,0,0,1
9099,b3617e616d,2018-12-26 06:57:22.692,0,1,1,0
9100,b363537197,2018-12-26 06:59:17.052,1,0,0,1
9101,8edacbed20,2018-12-26 07:02:29.487,0,1,1,0
9102,c582a65395,2018-12-26 07:03:08.118,0,1,1,0
9103,445d2aad1f,2018-12-26 07:11:46.599,0,1,1,0
9104,2562b9f6b6,2018-12-26 07:16:36.863,0,1,1,0
9105,bb768ab138,2018-12-26 07:22:33.421,1,0,1,0
9106,ff1ffcaaf9,2018-12-26 07:32:03.703,0,1,1,0
9107,5551c7ac17,2018-12-26 07:37:17.330,0,1,0,1
9108,a92a872cc0,2018-12-26 07:37:43.343,0,1,1,0
9109,86865899d3,2018-12-26 07:40:28.995,0,1,1,0
9110,ade9a3ccf8,2018-12-26 07:43:45.865,0,1,1,0
9111,d8845c6ace,2018-12-26 07:49:16.882,1,0,0,1
9112,8a34c609c0,2018-12-26 07:49:17.239,0,1,0,1
9113,4b125305f0,2018-12-26 07:52:17.078,0,1,0,1
9114,fb7f0cc1da,2018-12-26 07:54:16.875,1,0,0,1
9115,55d33f29e2,2018-12-26 07:59:17.165,1,0,0,1
9116,8818f427c4,2018-12-26 08:06:18.675,1,0,1,0
9117,03c2c31bf0,2018-12-26 08:10:42.272,0,1,1,0
9118,a9916df9a6,2018-12-26 08:13:17.118,1,0,0,1
9119,d6c8757fb2,2018-12-26 08:17:05.981,1,0,1,0
9120,ef237b39fd,2018-12-26 08:41:46.722,1,0,1,0
9121,778cfea758,2018-12-26 08:46:22.228,0,1,1,0
9122,8d9a7f4031,2018-12-26 08:57:25.074,0,1,1,0
9123,3ba54463f5,2018-12-26 08:57:59.304,0,1,1,0
9124,19d8bfa60b,2018-12-26 08:59:17.139,1,0,0,1
9125,c102d2806e,2018-12-26 09:10:17.791,0,1,0,1
9126,11219f2660,2018-12-26 09:30:17.163,1,0,0,1
9127,1d79789e1c,2018-12-26 09:37:57.614,0,1,1,0
9128,9ad46bf987,2018-12-26 09:38:05.255,0,1,1,0
9129,57689497b8,2018-12-26 09:39:16.985,1,0,0,1
9130,0d41ded9c3,2018-12-26 09:51:17.096,1,0,0,1
9131,b4366d8dfb,2018-12-26 09:52:30.718,0,1,1,0
